Transaction ID	Date	Product SKU	Product_Name	Category	Sub_Category	Brand	MSRP	Store ID	Store_Name	Store_City	Store_Region	Customer_ID	Customer Name	Unit_Price	Quantity_Sold	Discount_Amount	Tax_Amount	Total_Sales_Amount	Payment_Method
T-50745	2025-04-29	PROD-5019	HP Mice Pro	Accessories	Mice	HP	248.24	ST-08	Gateway Gear	St. Louis	Midwest	CUST-2025	John Jones	246.89	4	148.13	50.37	889.8	Credit Card
T-50746	2025-03-04	PROD-5042	HP Mice Pro	Accessories	Mice	HP	1992.52	ST-04	Windy City Gear	Chicago	Midwest	CUST-2049	David Jones	2033.95	3	0.0	366.11	6467.96	Apple Pay
T-50747	2025-05-07	PROD-5042	HP Mice Pro	Accessories	Mice	HP	1992.52	ST-10	Sunshine Systems	Miami	South	CUST-2089	Robert Smith	2048.57	1	204.86	129.06	1972.77	Debit Card
T-50748	2025-12-21	PROD-5005	Logitech Smartphone Pro	Mobile	Smartphones	Logitech	424.25	ST-05	Empire Electronics	New York	North	CUST-2072	David Rodriguez	429.15	3	0.0	80.47	1367.92	Debit Card
T-50749	2025-05-15	PROD-5047	Logitech Keyboard Pro	Accessories	Keyboards	Logitech	595.48	ST-08	Gateway Gear	St. Louis	Midwest	CUST-2003	Mary Garcia	581.68	2	116.34	62.82	1109.84	Google Pay
T-50750	2025-03-02	PROD-5020	Apple Smartphone Pro	Mobile	Smartphones	Apple	127.57	ST-10	Sunshine Systems	Miami	South	CUST-2020	Robert Johnson	121.3	5	90.97	36.09	551.62	Google Pay
T-50751	2025-06-29	PROD-5008	Apple Mice Pro	Accessories	Mice	Apple	1303.88	ST-03	Silicon Square	San Jose	West	CUST-2010	James Davis	1319.35	1	197.9	89.72	1211.17	Credit Card
T-50752	2025-02-19	PROD-5032	HP Smartphone Pro	Mobile	Smartphones	HP	1749.41	ST-04	Windy City Gear	Chicago	Midwest	CUST-2076	Patricia Rodriguez	1666.23	1	166.62	89.98	1589.59	PayPal
T-50753	2025-12-31	PROD-5028	Microsoft Keyboard Pro	Accessories	Keyboards	Microsoft	1729.38	ST-07	Peach State Gadgets	Atlanta	South	CUST-2035	James Davis	1762.65	4	0.0	493.54	7544.14	Credit Card
T-50754	2025-09-12	PROD-5036	Logitech Mice Pro	Accessories	Mice	Logitech	554.85	ST-04	Windy City Gear	Chicago	Midwest	CUST-2075	Linda Davis	529.59	1	79.44	27.01	477.16	Debit Card
T-50755	2025-10-14	PROD-5005	Logitech Smartphone Pro	Mobile	Smartphones	Logitech	424.25	ST-09	Mile High Mobile	Denver	West	CUST-2098	Elizabeth Johnson	425.39	3	191.43	86.78	1171.52	Apple Pay
T-50756	2025-10-26	PROD-5032	HP Smartphone Pro	Mobile	Smartphones	HP	1749.41	ST-02	Digital Depot	Austin	South	CUST-2018	Mary Jones	1801.23	2	180.12	239.56	3661.9	Apple Pay
T-50757	2025-09-04	PROD-5049	Microsoft Smartwatche Pro	Mobile	Smartwatches	Microsoft	2182.95	ST-05	Empire Electronics	New York	North	CUST-2057	James Jones	2108.53	1	0.0	131.78	2240.31	Debit Card
T-50758	2025-07-27	PROD-5002	Dell Headphone Pro	Audio	Headphones	Dell	1736.36	ST-07	Peach State Gadgets	Atlanta	South	CUST-2075	Linda Davis	1753.61	4	350.72	466.46	7130.18	Apple Pay
T-50759	2025-09-24	PROD-5013	HP Mice Pro	Accessories	Mice	HP	1304.61	ST-10	Sunshine Systems	Miami	South	CUST-2081	Michael Miller	1269.08	4	761.45	302.04	4616.91	Google Pay
T-50760	2025-03-14	PROD-5017	Sony Keyboard Pro	Accessories	Keyboards	Sony	2320.52	ST-04	Windy City Gear	Chicago	Midwest	CUST-2024	Patricia Smith	2238.21	4	0.0	537.17	9490.01	Apple Pay
T-50761	2025-10-26	PROD-5010	Apple Headphone Pro	Audio	Headphones	Apple	1099.67	ST-10	Sunshine Systems	Miami	South	CUST-2081	Michael Miller	1088.62	5	272.15	361.97	5532.92	PayPal
T-50762	2025-12-04	PROD-5021	HP Headphone Pro	Audio	Headphones	HP	1118.89	ST-07	Peach State Gadgets	Atlanta	South	CUST-2079	David Garcia	1108.36	2	221.67	139.65	2134.7	PayPal
T-50763	2025-07-17	PROD-5018	Bose Laptop Pro	Computing	Laptops	Bose	839.46	ST-04	Windy City Gear	Chicago	Midwest	CUST-2087	David Johnson	849.21	2	254.76	86.62	1530.28	Google Pay
T-50764	2025-03-20	PROD-5028	Microsoft Keyboard Pro	Accessories	Keyboards	Microsoft	1729.38	ST-02	Digital Depot	Austin	South	CUST-2030	Mary Rodriguez	1708.66	3	768.9	305.0	4662.08	Apple Pay
T-50765	2025-05-07	PROD-5017	Sony Keyboard Pro	Accessories	Keyboards	Sony	2320.52	ST-01	Tech Haven	Boston	North	CUST-2010	James Davis	2397.71	3	0.0	449.57	7642.7	Credit Card
T-50766	2025-03-24	PROD-5048	Microsoft Smartphone Pro	Mobile	Smartphones	Microsoft	2457.95	ST-02	Digital Depot	Austin	South	CUST-2000	Mary Williams	2559.41	3	0.0	537.48	8215.71	Apple Pay
T-50767	2025-05-10	PROD-5011	Sony Laptop Pro	Computing	Laptops	Sony	304.69	ST-08	Gateway Gear	St. Louis	Midwest	CUST-2032	Patricia Davis	292.09	2	87.63	29.79	526.34	Apple Pay
T-50768	2025-05-16	PROD-5020	Apple Smartphone Pro	Mobile	Smartphones	Apple	127.57	ST-03	Silicon Square	San Jose	West	CUST-2007	John Smith	129.44	3	0.0	31.07	419.39	Apple Pay
T-50769	2025-03-31	PROD-5049	Microsoft Smartwatche Pro	Mobile	Smartwatches	Microsoft	2182.95	ST-09	Mile High Mobile	Denver	West	CUST-2038	Patricia Rodriguez	2107.47	1	316.12	143.31	1934.66	PayPal
T-50770	2025-01-27	PROD-5043	Apple Smartphone Pro	Mobile	Smartphones	Apple	1945.15	ST-04	Windy City Gear	Chicago	Midwest	CUST-2014	John Smith	2016.56	5	1512.42	514.22	9084.6	PayPal
T-50771	2025-07-09	PROD-5027	Microsoft Speaker Pro	Audio	Speakers	Microsoft	1346.24	ST-02	Digital Depot	Austin	South	CUST-2005	Michael Smith	1346.6	3	605.97	240.37	3674.2	Apple Pay
T-50772	2025-06-15	PROD-5036	Logitech Mice Pro	Accessories	Mice	Logitech	554.85	ST-04	Windy City Gear	Chicago	Midwest	CUST-2009	David Jones	531.26	5	0.0	159.38	2815.68	Credit Card
T-50773	2025-10-14	PROD-5048	Microsoft Smartphone Pro	Mobile	Smartphones	Microsoft	2457.95	ST-02	Digital Depot	Austin	South	CUST-2094	Linda Davis	2529.31	1	252.93	159.35	2435.73	Google Pay
T-50774	2025-12-20	PROD-5005	Logitech Smartphone Pro	Mobile	Smartphones	Logitech	424.25	ST-05	Empire Electronics	New York	North	CUST-2078	Jennifer Davis	442.44	4	0.0	110.61	1880.37	Apple Pay
T-50775	2025-04-29	PROD-5034	Microsoft Headphone Pro	Audio	Headphones	Microsoft	2075.67	ST-08	Gateway Gear	St. Louis	Midwest	CUST-2045	James Rodriguez	2151.24	2	0.0	258.15	4560.63	Google Pay
T-50776	2025-03-07	PROD-5047	Logitech Keyboard Pro	Accessories	Keyboards	Logitech	595.48	ST-09	Mile High Mobile	Denver	West	CUST-2018	Mary Jones	570.07	2	0.0	91.21	1231.35	Apple Pay
T-50777	2025-05-15	PROD-5015	Microsoft Speaker Pro	Audio	Speakers	Microsoft	813.77	ST-05	Empire Electronics	New York	North	CUST-2064	Mary Johnson	828.65	4	0.0	207.16	3521.76	Debit Card
T-50778	2025-01-14	PROD-5021	HP Headphone Pro	Audio	Headphones	HP	1118.89	ST-08	Gateway Gear	St. Louis	Midwest	CUST-2008	Elizabeth Jones	1141.56	3	513.7	174.66	3085.64	Credit Card
T-50779	2025-10-03	PROD-5016	Microsoft Smartwatche Pro	Mobile	Smartwatches	Microsoft	1215.4	ST-08	Gateway Gear	St. Louis	Midwest	CUST-2029	Linda Garcia	1270.12	2	0.0	152.41	2692.65	Debit Card
T-50780	2025-02-12	PROD-5030	Microsoft Smartwatche Pro	Mobile	Smartwatches	Microsoft	1134.83	ST-10	Sunshine Systems	Miami	South	CUST-2089	Robert Smith	1171.5	1	58.58	77.9	1190.82	Credit Card
T-50781	2025-04-29	PROD-5043	Apple Smartphone Pro	Mobile	Smartphones	Apple	1945.15	ST-09	Mile High Mobile	Denver	West	CUST-2053	Michael Jones	1888.11	2	566.43	256.78	3466.57	Google Pay
T-50782	2025-02-03	PROD-5006	HP Keyboard Pro	Accessories	Keyboards	HP	587.45	ST-07	Peach State Gadgets	Atlanta	South	CUST-2090	Mary Smith	579.48	5	144.87	192.68	2945.21	Google Pay
T-50783	2025-10-22	PROD-5039	Dell Smartphone Pro	Mobile	Smartphones	Dell	327.77	ST-10	Sunshine Systems	Miami	South	CUST-2078	Jennifer Davis	338.85	4	0.0	94.88	1450.28	Credit Card
T-50784	2025-02-08	PROD-5016	Microsoft Smartwatche Pro	Mobile	Smartwatches	Microsoft	1215.4	ST-07	Peach State Gadgets	Atlanta	South	CUST-2046	Robert Jones	1159.0	5	0.0	405.65	6200.65	PayPal
T-50785	2025-11-30	PROD-5048	Microsoft Smartphone Pro	Mobile	Smartphones	Microsoft	2457.95	ST-06	Evergreen Tech	Seattle	West	CUST-2057	James Jones	2338.5	1	233.85	168.37	2273.02	Google Pay
T-50786	2025-12-11	PROD-5025	Logitech Speaker Pro	Audio	Speakers	Logitech	1871.67	ST-02	Digital Depot	Austin	South	CUST-2060	John Smith	1924.18	2	0.0	269.39	4117.75	Google Pay
T-50787	2025-02-04	PROD-5013	HP Mice Pro	Accessories	Mice	HP	1304.61	ST-04	Windy City Gear	Chicago	Midwest	CUST-2033	Elizabeth Davis	1362.44	3	0.0	245.24	4332.56	PayPal
T-50788	2025-12-31	PROD-5023	Dell Mice Pro	Accessories	Mice	Dell	1712.19	ST-09	Mile High Mobile	Denver	West	CUST-2098	Elizabeth Johnson	1700.14	5	0.0	680.06	9180.76	Apple Pay
T-50789	2025-09-21	PROD-5049	Microsoft Smartwatche Pro	Mobile	Smartwatches	Microsoft	2182.95	ST-03	Silicon Square	San Jose	West	CUST-2072	David Rodriguez	2232.84	2	669.85	303.67	4099.5	Apple Pay
T-50790	2025-01-25	PROD-5001	Apple Tablet Pro	Computing	Tablets	Apple	1730.77	ST-10	Sunshine Systems	Miami	South	CUST-2075	Linda Davis	1709.38	5	0.0	598.28	9145.18	Debit Card
T-50791	2025-06-13	PROD-5045	Dell Smartphone Pro	Mobile	Smartphones	Dell	555.4	ST-05	Empire Electronics	New York	North	CUST-2035	James Davis	544.87	1	27.24	32.35	549.98	Credit Card
T-50792	2025-02-25	PROD-5024	Sony Monitor Pro	Computing	Monitors	Sony	739.23	ST-03	Silicon Square	San Jose	West	CUST-2057	James Jones	750.89	5	563.17	255.3	3446.58	Google Pay
T-50793	2025-01-03	PROD-5016	Microsoft Smartwatche Pro	Mobile	Smartwatches	Microsoft	1215.4	ST-08	Gateway Gear	St. Louis	Midwest	CUST-2086	David Johnson	1273.19	2	0.0	152.78	2699.16	Google Pay
T-50794	2025-07-10	PROD-5034	Microsoft Headphone Pro	Audio	Headphones	Microsoft	2075.67	ST-03	Silicon Square	San Jose	West	CUST-2020	Robert Johnson	2090.2	2	418.04	300.99	4063.35	Apple Pay
T-50795	2025-01-24	PROD-5041	Microsoft Smartwatche Pro	Mobile	Smartwatches	Microsoft	2371.04	ST-04	Windy City Gear	Chicago	Midwest	CUST-2078	Jennifer Davis	2366.48	1	0.0	141.99	2508.47	PayPal
T-50796	2025-10-31	PROD-5049	Microsoft Smartwatche Pro	Mobile	Smartwatches	Microsoft	2182.95	ST-06	Evergreen Tech	Seattle	West	CUST-2056	David Brown	2147.47	2	214.75	326.42	4406.61	PayPal
T-50797	2025-03-11	PROD-5034	Microsoft Headphone Pro	Audio	Headphones	Microsoft	2075.67	ST-05	Empire Electronics	New York	North	CUST-2097	John Williams	2041.98	1	102.1	121.24	2061.12	PayPal
T-50798	2025-05-07	PROD-5028	Microsoft Keyboard Pro	Accessories	Keyboards	Microsoft	1729.38	ST-06	Evergreen Tech	Seattle	West	CUST-2017	Patricia Jones	1748.69	5	874.35	629.53	8498.63	Apple Pay
T-50799	2025-01-18	PROD-5043	Apple Smartphone Pro	Mobile	Smartphones	Apple	1945.15	ST-09	Mile High Mobile	Denver	West	CUST-2057	James Jones	1874.57	3	562.37	404.91	5466.25	Apple Pay
T-50800	2025-01-18	PROD-5026	Apple Smartphone Pro	Mobile	Smartphones	Apple	538.85	ST-08	Gateway Gear	St. Louis	Midwest	CUST-2093	Patricia Garcia	553.8	3	166.14	89.72	1584.98	Credit Card
T-50801	2025-02-01	PROD-5029	Apple Smartwatche Pro	Mobile	Smartwatches	Apple	2481.03	ST-09	Mile High Mobile	Denver	West	CUST-2094	Linda Davis	2504.37	3	751.31	540.94	7302.74	Google Pay
T-50802	2025-11-25	PROD-5019	HP Mice Pro	Accessories	Mice	HP	248.24	ST-09	Mile High Mobile	Denver	West	CUST-2002	Elizabeth Garcia	243.57	3	0.0	58.46	789.17	PayPal
T-50803	2025-07-19	PROD-5029	Apple Smartwatche Pro	Mobile	Smartwatches	Apple	2481.03	ST-05	Empire Electronics	New York	North	CUST-2039	Robert Miller	2427.52	2	0.0	303.44	5158.48	Apple Pay
T-50804	2025-04-25	PROD-5026	Apple Smartphone Pro	Mobile	Smartphones	Apple	538.85	ST-07	Peach State Gadgets	Atlanta	South	CUST-2009	David Jones	562.78	2	0.0	78.79	1204.35	Google Pay
T-50805	2025-03-04	PROD-5032	HP Smartphone Pro	Mobile	Smartphones	HP	1749.41	ST-08	Gateway Gear	St. Louis	Midwest	CUST-2056	David Brown	1828.94	4	1097.36	373.1	6591.5	Credit Card
T-50806	2025-06-08	PROD-5048	Microsoft Smartphone Pro	Mobile	Smartphones	Microsoft	2457.95	ST-10	Sunshine Systems	Miami	South	CUST-2091	David Johnson	2506.7	2	752.01	298.3	4559.69	Debit Card
T-50807	2025-07-14	PROD-5007	Apple Speaker Pro	Audio	Speakers	Apple	1970.43	ST-10	Sunshine Systems	Miami	South	CUST-2074	Linda Smith	2004.41	5	501.1	666.47	10187.42	Debit Card
T-50808	2025-11-06	PROD-5012	Samsung Mice Pro	Accessories	Mice	Samsung	876.88	ST-03	Silicon Square	San Jose	West	CUST-2078	Jennifer Davis	833.32	3	374.99	170.0	2294.97	Apple Pay
T-50809	2025-05-22	PROD-5019	HP Mice Pro	Accessories	Mice	HP	248.24	ST-05	Empire Electronics	New York	North	CUST-2084	Linda Garcia	243.53	1	0.0	15.22	258.75	Debit Card
T-50810	2025-06-23	PROD-5015	Microsoft Speaker Pro	Audio	Speakers	Microsoft	813.77	ST-05	Empire Electronics	New York	North	CUST-2008	Elizabeth Jones	822.35	5	0.0	256.98	4368.73	Apple Pay
T-50811	2025-05-17	PROD-5040	Dell Laptop Pro	Computing	Laptops	Dell	876.34	ST-08	Gateway Gear	St. Louis	Midwest	CUST-2020	Robert Johnson	880.9	1	0.0	52.85	933.75	Debit Card
T-50812	2025-04-27	PROD-5025	Logitech Speaker Pro	Audio	Speakers	Logitech	1871.67	ST-09	Mile High Mobile	Denver	West	CUST-2050	John Smith	1900.01	5	950.0	684.0	9234.05	Credit Card
T-50813	2025-01-31	PROD-5042	HP Mice Pro	Accessories	Mice	HP	1992.52	ST-05	Empire Electronics	New York	North	CUST-2062	Robert Rodriguez	1902.07	4	0.0	475.52	8083.8	Apple Pay
T-50814	2025-04-11	PROD-5040	Dell Laptop Pro	Computing	Laptops	Dell	876.34	ST-03	Silicon Square	San Jose	West	CUST-2015	Jennifer Davis	896.72	5	0.0	358.69	4842.29	Credit Card
T-50815	2025-05-07	PROD-5024	Sony Monitor Pro	Computing	Monitors	Sony	739.23	ST-09	Mile High Mobile	Denver	West	CUST-2098	Elizabeth Johnson	756.21	4	151.24	229.89	3103.49	PayPal
T-50816	2025-03-07	PROD-5042	HP Mice Pro	Accessories	Mice	HP	1992.52	ST-03	Silicon Square	San Jose	West	CUST-2075	Linda Davis	1922.24	1	192.22	138.4	1868.42	Apple Pay
T-50817	2025-03-01	PROD-5028	Microsoft Keyboard Pro	Accessories	Keyboards	Microsoft	1729.38	ST-01	Tech Haven	Boston	North	CUST-2069	Mary Miller	1799.27	2	179.93	213.66	3632.27	Credit Card
T-50818	2025-04-14	PROD-5012	Samsung Mice Pro	Accessories	Mice	Samsung	876.88	ST-03	Silicon Square	San Jose	West	CUST-2057	James Jones	851.85	5	212.96	323.7	4369.99	PayPal
T-50819	2025-11-03	PROD-5004	Microsoft Speaker Pro	Audio	Speakers	Microsoft	451.4	ST-07	Peach State Gadgets	Atlanta	South	CUST-2067	James Miller	446.24	3	0.0	93.71	1432.43	Credit Card
T-50820	2025-05-21	PROD-5015	Microsoft Speaker Pro	Audio	Speakers	Microsoft	813.77	ST-02	Digital Depot	Austin	South	CUST-2085	James Rodriguez	843.08	2	0.0	118.03	1804.19	Debit Card
T-50821	2025-06-26	PROD-5046	Bose Mice Pro	Accessories	Mice	Bose	1877.63	ST-04	Windy City Gear	Chicago	Midwest	CUST-2078	Jennifer Davis	1791.74	2	179.17	204.26	3608.57	Credit Card
T-50822	2025-10-19	PROD-5046	Bose Mice Pro	Accessories	Mice	Bose	1877.63	ST-09	Mile High Mobile	Denver	West	CUST-2039	Robert Miller	1881.13	1	94.06	142.97	1930.04	Google Pay
T-50823	2025-09-02	PROD-5040	Dell Laptop Pro	Computing	Laptops	Dell	876.34	ST-10	Sunshine Systems	Miami	South	CUST-2036	Robert Miller	918.82	3	275.65	173.66	2654.47	Google Pay
T-50824	2025-07-03	PROD-5033	Logitech Smartwatche Pro	Mobile	Smartwatches	Logitech	2430.56	ST-10	Sunshine Systems	Miami	South	CUST-2063	Robert Williams	2463.22	2	0.0	344.85	5271.29	Credit Card
T-50825	2025-08-12	PROD-5002	Dell Headphone Pro	Audio	Headphones	Dell	1736.36	ST-04	Windy City Gear	Chicago	Midwest	CUST-2019	James Miller	1687.19	2	168.72	192.34	3398.0	Credit Card
T-50826	2025-05-11	PROD-5024	Sony Monitor Pro	Computing	Monitors	Sony	739.23	ST-06	Evergreen Tech	Seattle	West	CUST-2099	Jennifer Jones	725.66	5	0.0	290.26	3918.56	Debit Card
T-50827	2025-02-17	PROD-5027	Microsoft Speaker Pro	Audio	Speakers	Microsoft	1346.24	ST-01	Tech Haven	Boston	North	CUST-2033	Elizabeth Davis	1396.24	4	558.5	314.15	5340.61	Google Pay
T-50828	2025-12-25	PROD-5043	Apple Smartphone Pro	Mobile	Smartphones	Apple	1945.15	ST-07	Peach State Gadgets	Atlanta	South	CUST-2079	David Garcia	1983.89	3	0.0	416.62	6368.29	Apple Pay
T-50829	2025-03-23	PROD-5024	Sony Monitor Pro	Computing	Monitors	Sony	739.23	ST-03	Silicon Square	San Jose	West	CUST-2057	James Jones	745.8	5	559.35	253.57	3423.22	Google Pay
T-50830	2025-11-23	PROD-5042	HP Mice Pro	Accessories	Mice	HP	1992.52	ST-02	Digital Depot	Austin	South	CUST-2075	Linda Davis	2080.43	3	624.13	393.2	6010.36	Debit Card
T-50831	2025-04-28	PROD-5013	HP Mice Pro	Accessories	Mice	HP	1304.61	ST-03	Silicon Square	San Jose	West	CUST-2014	John Smith	1344.0	1	67.2	102.14	1378.94	Credit Card
T-50832	2025-08-09	PROD-5049	Microsoft Smartwatche Pro	Mobile	Smartwatches	Microsoft	2182.95	ST-04	Windy City Gear	Chicago	Midwest	CUST-2024	Patricia Smith	2126.49	2	425.3	229.66	4057.34	Credit Card
T-50833	2025-04-24	PROD-5014	Logitech Smartwatche Pro	Mobile	Smartwatches	Logitech	1528.26	ST-08	Gateway Gear	St. Louis	Midwest	CUST-2023	Jennifer Brown	1577.92	1	157.79	85.21	1505.34	Credit Card
T-50834	2025-11-16	PROD-5016	Microsoft Smartwatche Pro	Mobile	Smartwatches	Microsoft	1215.4	ST-08	Gateway Gear	St. Louis	Midwest	CUST-2023	Jennifer Brown	1238.13	1	61.91	70.57	1246.79	Credit Card
T-50835	2025-11-07	PROD-5016	Microsoft Smartwatche Pro	Mobile	Smartwatches	Microsoft	1215.4	ST-07	Peach State Gadgets	Atlanta	South	CUST-2022	Linda Brown	1262.29	4	757.37	300.43	4592.22	Apple Pay
T-50836	2025-01-17	PROD-5031	Microsoft Smartwatche Pro	Mobile	Smartwatches	Microsoft	439.91	ST-06	Evergreen Tech	Seattle	West	CUST-2000	Mary Williams	433.19	3	194.94	88.37	1193.0	Debit Card
T-50837	2025-02-07	PROD-5015	Microsoft Speaker Pro	Audio	Speakers	Microsoft	813.77	ST-03	Silicon Square	San Jose	West	CUST-2066	Jennifer Williams	801.57	4	480.94	218.03	2943.37	Credit Card
T-50838	2025-10-07	PROD-5014	Logitech Smartwatche Pro	Mobile	Smartwatches	Logitech	1528.26	ST-10	Sunshine Systems	Miami	South	CUST-2076	Patricia Rodriguez	1575.91	5	787.96	496.41	7588.0	Debit Card
T-50839	2025-05-30	PROD-5019	HP Mice Pro	Accessories	Mice	HP	248.24	ST-02	Digital Depot	Austin	South	CUST-2052	Robert Davis	249.21	2	0.0	34.89	533.31	Credit Card
T-50840	2025-04-07	PROD-5027	Microsoft Speaker Pro	Audio	Speakers	Microsoft	1346.24	ST-07	Peach State Gadgets	Atlanta	South	CUST-2033	Elizabeth Davis	1405.18	2	140.52	186.89	2856.73	Apple Pay
T-50841	2025-03-12	PROD-5010	Apple Headphone Pro	Audio	Headphones	Apple	1099.67	ST-10	Sunshine Systems	Miami	South	CUST-2098	Elizabeth Johnson	1047.5	5	785.62	311.63	4763.51	Debit Card
T-50842	2025-08-29	PROD-5031	Microsoft Smartwatche Pro	Mobile	Smartwatches	Microsoft	439.91	ST-01	Tech Haven	Boston	North	CUST-2011	Jennifer Smith	447.39	2	0.0	55.92	950.7	Debit Card
T-50843	2025-03-30	PROD-5039	Dell Smartphone Pro	Mobile	Smartphones	Dell	327.77	ST-01	Tech Haven	Boston	North	CUST-2033	Elizabeth Davis	318.14	1	0.0	19.88	338.02	Apple Pay
T-50844	2025-11-08	PROD-5035	Dell Laptop Pro	Computing	Laptops	Dell	2449.03	ST-06	Evergreen Tech	Seattle	West	CUST-2081	Michael Miller	2398.69	4	479.74	729.2	9844.22	Debit Card
T-50845	2025-06-08	PROD-5026	Apple Smartphone Pro	Mobile	Smartphones	Apple	538.85	ST-09	Mile High Mobile	Denver	West	CUST-2082	Mary Jones	518.56	5	388.92	176.31	2380.19	Credit Card
T-50846	2025-09-24	PROD-5034	Microsoft Headphone Pro	Audio	Headphones	Microsoft	2075.67	ST-02	Digital Depot	Austin	South	CUST-2092	Robert Brown	2135.68	2	213.57	284.05	4341.84	PayPal
T-50847	2025-06-12	PROD-5002	Dell Headphone Pro	Audio	Headphones	Dell	1736.36	ST-04	Windy City Gear	Chicago	Midwest	CUST-2052	Robert Davis	1776.75	5	0.0	533.02	9416.77	Apple Pay
T-50848	2025-10-27	PROD-5005	Logitech Smartphone Pro	Mobile	Smartphones	Logitech	424.25	ST-03	Silicon Square	San Jose	West	CUST-2013	David Rodriguez	405.53	3	0.0	97.33	1313.92	Google Pay
T-50849	2025-01-25	PROD-5026	Apple Smartphone Pro	Mobile	Smartphones	Apple	538.85	ST-01	Tech Haven	Boston	North	CUST-2039	Robert Miller	562.93	5	140.73	167.12	2841.04	Google Pay
T-50850	2025-04-15	PROD-5004	Microsoft Speaker Pro	Audio	Speakers	Microsoft	451.4	ST-07	Peach State Gadgets	Atlanta	South	CUST-2000	Mary Williams	444.79	2	0.0	62.27	951.85	Apple Pay
T-50851	2025-08-08	PROD-5012	Samsung Mice Pro	Accessories	Mice	Samsung	876.88	ST-07	Peach State Gadgets	Atlanta	South	CUST-2041	James Brown	841.9	5	420.95	265.2	4053.75	Credit Card
T-50852	2025-11-18	PROD-5027	Microsoft Speaker Pro	Audio	Speakers	Microsoft	1346.24	ST-09	Mile High Mobile	Denver	West	CUST-2066	Jennifer Williams	1337.18	4	0.0	427.9	5776.62	Credit Card
T-50853	2025-04-04	PROD-5028	Microsoft Keyboard Pro	Accessories	Keyboards	Microsoft	1729.38	ST-08	Gateway Gear	St. Louis	Midwest	CUST-2080	Michael Johnson	1796.89	1	179.69	97.03	1714.23	Debit Card
T-50854	2025-01-21	PROD-5026	Apple Smartphone Pro	Mobile	Smartphones	Apple	538.85	ST-03	Silicon Square	San Jose	West	CUST-2088	Elizabeth Garcia	519.23	5	129.81	197.31	2663.65	Google Pay
T-50855	2025-09-20	PROD-5029	Apple Smartwatche Pro	Mobile	Smartwatches	Apple	2481.03	ST-06	Evergreen Tech	Seattle	West	CUST-2037	Patricia Johnson	2474.04	2	742.21	336.47	4542.34	Google Pay
T-50856	2025-10-17	PROD-5037	Bose Keyboard Pro	Accessories	Keyboards	Bose	1221.63	ST-07	Peach State Gadgets	Atlanta	South	CUST-2015	Jennifer Davis	1167.51	2	116.75	155.28	2373.55	Credit Card
T-50857	2025-05-16	PROD-5001	Apple Tablet Pro	Computing	Tablets	Apple	1730.77	ST-06	Evergreen Tech	Seattle	West	CUST-2074	Linda Smith	1673.95	1	167.4	120.52	1627.07	Apple Pay
T-50858	2025-10-16	PROD-5007	Apple Speaker Pro	Audio	Speakers	Apple	1970.43	ST-04	Windy City Gear	Chicago	Midwest	CUST-2068	James Miller	1957.71	5	0.0	587.31	10375.86	Apple Pay
T-50859	2025-01-10	PROD-5015	Microsoft Speaker Pro	Audio	Speakers	Microsoft	813.77	ST-01	Tech Haven	Boston	North	CUST-2061	Linda Smith	786.45	3	235.94	132.71	2256.12	Debit Card
T-50860	2025-07-04	PROD-5033	Logitech Smartwatche Pro	Mobile	Smartwatches	Logitech	2430.56	ST-01	Tech Haven	Boston	North	CUST-2063	Robert Williams	2514.04	2	251.4	298.54	5075.22	Credit Card
T-50861	2025-08-11	PROD-5013	HP Mice Pro	Accessories	Mice	HP	1304.61	ST-05	Empire Electronics	New York	North	CUST-2009	David Jones	1315.21	3	197.28	234.27	3982.62	Debit Card
T-50862	2025-04-17	PROD-5015	Microsoft Speaker Pro	Audio	Speakers	Microsoft	813.77	ST-03	Silicon Square	San Jose	West	CUST-2073	James Jones	844.15	4	0.0	270.13	3646.73	Google Pay
T-50863	2025-07-18	PROD-5035	Dell Laptop Pro	Computing	Laptops	Dell	2449.03	ST-07	Peach State Gadgets	Atlanta	South	CUST-2025	John Jones	2412.58	2	0.0	337.76	5162.92	PayPal
T-50864	2025-10-28	PROD-5010	Apple Headphone Pro	Audio	Headphones	Apple	1099.67	ST-01	Tech Haven	Boston	North	CUST-2078	Jennifer Davis	1092.42	3	0.0	204.83	3482.09	PayPal
T-50865	2025-04-21	PROD-5002	Dell Headphone Pro	Audio	Headphones	Dell	1736.36	ST-10	Sunshine Systems	Miami	South	CUST-2001	David Davis	1668.15	3	750.67	297.76	4551.54	Credit Card
T-50866	2025-04-07	PROD-5024	Sony Monitor Pro	Computing	Monitors	Sony	739.23	ST-02	Digital Depot	Austin	South	CUST-2065	David Martinez	773.13	4	154.63	205.65	3143.54	Debit Card
T-50867	2025-08-13	PROD-5014	Logitech Smartwatche Pro	Mobile	Smartwatches	Logitech	1528.26	ST-09	Mile High Mobile	Denver	West	CUST-2003	Mary Garcia	1581.69	5	395.42	601.04	8114.07	Apple Pay
T-50868	2025-12-06	PROD-5038	HP Headphone Pro	Audio	Headphones	HP	1705.55	ST-09	Mile High Mobile	Denver	West	CUST-2046	Robert Jones	1668.58	1	0.0	133.49	1802.07	Apple Pay
